CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,FullName
13309,MRS.,ANGELA,SANDERS,1936-05-21,M,F,angela29@adventure-works.com,90000.0,4,Bachelors,Management,Y,ANGELA SANDERS
13310,MR.,MIGUEL,BARNES,1960-11-18,M,M,miguel49@adventure-works.com,100000.0,0,Partial College,Professional,Y,MIGUEL BARNES
13311,MS.,ISABELLA,REED,1960-03-26,M,F,isabella85@adventure-works.com,100000.0,0,Partial College,Professional,Y,ISABELLA REED
13312,MRS.,NATALIE,JENKINS,1960-05-20,M,F,natalie29@adventure-works.com,110000.0,3,Partial College,Professional,Y,NATALIE JENKINS
13313,MRS.,MEGAN,STONE,1960-09-10,M,F,megan64@adventure-works.com,120000.0,1,High School,Professional,N,MEGAN STONE
13314,MR.,JORDAN,HERNANDEZ,1960-08-03,M,M,jordan71@adventure-works.com,120000.0,1,High School,Professional,Y,JORDAN HERNANDEZ
13315,MR.,LUCAS,THOMAS,1954-04-03,M,M,lucas24@adventure-works.com,80000.0,2,Partial High School,Skilled Manual,Y,LUCAS THOMAS
13316,MR.,ANGEL,RIVERA,1954-04-17,M,M,angel16@adventure-works.com,80000.0,3,Partial High School,Skilled Manual,Y,ANGEL RIVERA
13317,MR.,JEREMIAH,LONG,1954-09-09,S,M,jeremiah30@adventure-works.com,60000.0,2,High School,Professional,Y,JEREMIAH LONG
13318,MRS.,AMBER,PEREZ,1954-02-25,M,F,amber12@adventure-works.com,60000.0,2,Partial High School,Skilled Manual,Y,AMBER PEREZ
13319,MR.,CHARLES,HOWARD,1954-03-02,S,M,charles60@adventure-works.com,70000.0,3,High School,Professional,Y,CHARLES HOWARD
13320,MRS.,JASMINE,JONES,1953-05-18,S,F,jasmine3@adventure-works.com,70000.0,3,Graduate Degree,Management,N,JASMINE JONES
13321,MRS.,ARIANNA,BARNES,1953-10-19,S,F,arianna3@adventure-works.com,70000.0,3,Graduate Degree,Management,N,ARIANNA BARNES
13322,MRS.,ELIZABETH,PATTERSON,1953-05-22,S,F,elizabeth40@adventure-works.com,70000.0,3,Graduate Degree,Management,Y,ELIZABETH PATTERSON
13323,MR.,ADAM,ADAMS,1953-03-22,M,M,adam46@adventure-works.com,70000.0,3,Graduate Degree,Management,N,ADAM ADAMS
13324,MRS.,FLORIAN,STILLER,1937-09-20,M,F,florian1@adventure-works.com,130000.0,2,Bachelors,Management,Y,FLORIAN STILLER
13325,MR.,MARCUS,WRIGHT,1938-01-04,M,M,marcus30@adventure-works.com,90000.0,5,Bachelors,Management,N,MARCUS WRIGHT
13326,MR.,BOB,FERNANDEZ,1938-08-16,M,M,bob8@adventure-works.com,130000.0,2,Bachelors,Management,N,BOB FERNANDEZ
13327,MRS.,ISABELLE,RUSSELL,1938-07-11,M,F,isabelle18@adventure-works.com,170000.0,1,Graduate Degree,Management,Y,ISABELLE RUSSELL
13328,MR.,ALBERT,SERRANO,1939-07-17,S,M,albert16@adventure-works.com,80000.0,4,Graduate Degree,Management,Y,ALBERT SERRANO
13329,MR.,JAKE,WANG,1939-03-05,M,M,jake1@adventure-works.com,90000.0,5,Bachelors,Management,Y,JAKE WANG
13330,MRS.,MARIA,PATTERSON,1939-11-02,M,F,maria33@adventure-works.com,100000.0,2,Graduate Degree,Management,Y,MARIA PATTERSON
13331,MRS.,LAUREN,DIAZ,1939-11-22,M,F,lauren68@adventure-works.com,130000.0,2,Bachelors,Management,Y,LAUREN DIAZ
13332,MR.,NEIL,ALONSO,1940-10-03,M,M,neil7@adventure-works.com,90000.0,5,Bachelors,Management,Y,NEIL ALONSO
13333,MRS.,TARA,CHANDER,1940-02-13,M,F,tara16@adventure-works.com,90000.0,5,Bachelors,Management,N,TARA CHANDER
13334,MRS.,MELANIE,RIVERA,1940-04-20,M,F,melanie42@adventure-works.com,90000.0,5,Bachelors,Management,Y,MELANIE RIVERA
13335,MRS.,ALYSSA,BARNES,1940-02-21,S,F,alyssa49@adventure-works.com,90000.0,5,Bachelors,Management,Y,ALYSSA BARNES
13336,MRS.,DEANNA,GILL,1940-10-21,M,F,deanna40@adventure-works.com,100000.0,2,Graduate Degree,Management,Y,DEANNA GILL
13337,MRS.,LAUREN,COX,1942-05-09,M,F,lauren11@adventure-works.com,80000.0,5,Bachelors,Management,Y,LAUREN COX
13338,MRS.,JADA,CARTER,1942-08-12,S,F,jada22@adventure-works.com,90000.0,5,Bachelors,Management,Y,JADA CARTER
13339,MRS.,NICOLE,CLARK,1942-01-19,S,F,nicole19@adventure-works.com,90000.0,5,Bachelors,Management,Y,NICOLE CLARK
13340,MRS.,NATALIE,EDWARDS,1942-05-03,M,F,natalie45@adventure-works.com,90000.0,5,Bachelors,Management,Y,NATALIE EDWARDS
13341,MR.,LUCAS,KING,1942-09-15,M,M,lucas42@adventure-works.com,90000.0,5,Bachelors,Management,Y,LUCAS KING
13342,MR.,BRANDON,JACKSON,1942-06-17,S,M,brandon32@adventure-works.com,90000.0,5,Bachelors,Management,Y,BRANDON JACKSON
13343,MRS.,MELANIE,BRADLEY,1942-09-25,M,F,melanie16@adventure-works.com,90000.0,5,Bachelors,Management,Y,MELANIE BRADLEY
13344,MRS.,CAITLIN,REED,1942-09-11,M,F,caitlin18@adventure-works.com,110000.0,2,Bachelors,Management,Y,CAITLIN REED
13345,MR.,DALTON,BUTLER,1942-03-02,M,M,dalton60@adventure-works.com,130000.0,2,Bachelors,Management,Y,DALTON BUTLER
13346,MR.,GREGORY,CHANDE,1943-05-26,S,M,gregory18@adventure-works.com,110000.0,2,Bachelors,Management,Y,GREGORY CHANDE
13347,MRS.,RACHEL,HALL,1943-01-02,M,F,rachel27@adventure-works.com,120000.0,2,Bachelors,Management,Y,RACHEL HALL
13348,MR.,NOAH,YOUNG,1943-02-19,M,M,noah44@adventure-works.com,130000.0,2,Bachelors,Management,Y,NOAH YOUNG
13349,MRS.,KAITLYN,GONZALEZ,1943-10-06,M,F,kaitlyn15@adventure-works.com,130000.0,2,Bachelors,Management,Y,KAITLYN GONZALEZ
13350,MR.,ISAAC,SANDBERG,1943-09-03,M,M,isaac3@adventure-works.com,170000.0,2,Graduate Degree,Management,N,ISAAC SANDBERG
13351,MRS.,MARIAH,COX,1944-04-27,S,F,mariah35@adventure-works.com,70000.0,4,Bachelors,Management,Y,MARIAH COX
13352,MR.,JOSEPH,DAVIS,1944-03-06,S,M,joseph11@adventure-works.com,70000.0,4,Bachelors,Management,Y,JOSEPH DAVIS
13353,MRS.,JORDYN,COLEMAN,1944-09-25,S,F,jordyn5@adventure-works.com,60000.0,4,Graduate Degree,Management,Y,JORDYN COLEMAN
13354,MR.,ERIC,CAMPBELL,1944-11-11,M,M,eric49@adventure-works.com,70000.0,5,Bachelors,Management,Y,ERIC CAMPBELL
13355,MR.,JACKSON,JAI,1944-09-24,M,M,jackson5@adventure-works.com,70000.0,5,Bachelors,Management,Y,JACKSON JAI
13356,MRS.,STEFANIE,PRASAD,1945-05-07,M,F,stefanie6@adventure-works.com,60000.0,4,Bachelors,Management,Y,STEFANIE PRASAD
13357,MR.,BLAKE,GONZALES,1945-09-27,S,M,blake65@adventure-works.com,60000.0,4,Bachelors,Management,Y,BLAKE GONZALES
13358,MRS.,ALEXANDRA,EDWARDS,1945-06-15,M,F,alexandra45@adventure-works.com,60000.0,4,Bachelors,Management,Y,ALEXANDRA EDWARDS
13359,MR.,IAN,WOOD,1945-09-02,M,M,ian42@adventure-works.com,60000.0,4,Bachelors,Management,Y,IAN WOOD
13360,MRS.,JADA,COOK,1946-01-03,M,F,jada13@adventure-works.com,60000.0,5,Bachelors,Management,Y,JADA COOK
13361,MR.,CAMERON,JAI,1946-09-01,M,M,cameron28@adventure-works.com,60000.0,5,Bachelors,Management,Y,CAMERON JAI
13362,MRS.,DESTINY,MORGAN,1946-02-12,S,F,destiny29@adventure-works.com,60000.0,5,Bachelors,Management,Y,DESTINY MORGAN
13363,MRS.,SYDNEY,ALLEN,1946-06-16,M,F,sydney88@adventure-works.com,70000.0,3,Bachelors,Management,Y,SYDNEY ALLEN
13364,MRS.,NATALIE,ANDERSON,1946-10-03,S,F,natalie77@adventure-works.com,70000.0,4,Bachelors,Management,Y,NATALIE ANDERSON
13365,MR.,LUKE,SHAN,1946-09-25,M,M,luke20@adventure-works.com,70000.0,4,Bachelors,Management,Y,LUKE SHAN
13366,MR.,AUSTIN,DAVIS,1946-05-10,M,M,austin44@adventure-works.com,70000.0,4,Bachelors,Management,Y,AUSTIN DAVIS
13367,MRS.,SAVANNAH,EDWARDS,1947-04-14,M,F,savannah22@adventure-works.com,70000.0,4,Bachelors,Management,Y,SAVANNAH EDWARDS
13368,MR.,KYLE,HENDERSON,1947-12-26,M,M,kyle1@adventure-works.com,70000.0,4,Bachelors,Management,N,KYLE HENDERSON
13369,MRS.,MARIAH,HENDERSON,1947-08-17,M,F,mariah9@adventure-works.com,80000.0,5,Bachelors,Management,Y,MARIAH HENDERSON
13370,MR.,BLAKE,ROSS,1948-03-22,M,M,blake51@adventure-works.com,60000.0,2,Partial College,Professional,Y,BLAKE ROSS
13371,MRS.,SYDNEY,GONZALES,1948-11-20,S,F,sydney39@adventure-works.com,60000.0,2,Partial College,Professional,Y,SYDNEY GONZALES
13372,MR.,ISAAC,EDWARDS,1948-11-28,M,M,isaac24@adventure-works.com,60000.0,2,Partial College,Professional,Y,ISAAC EDWARDS
13373,MRS.,MICHELLE,MURPHY,1948-03-04,S,F,michelle15@adventure-works.com,60000.0,2,Partial College,Professional,Y,MICHELLE MURPHY
13374,MR.,MARCO,MARTINEZ,1948-05-20,M,M,marco18@adventure-works.com,60000.0,2,Partial College,Professional,N,MARCO MARTINEZ
13375,MR.,JASON,KUMAR,1948-04-11,M,M,jason26@adventure-works.com,60000.0,2,Partial College,Professional,Y,JASON KUMAR
13376,MR.,JERRY,RAI,1948-09-03,M,M,jerry19@adventure-works.com,60000.0,2,Partial College,Professional,Y,JERRY RAI
13377,MR.,THOMAS,HERNANDEZ,1948-03-16,M,M,thomas54@adventure-works.com,70000.0,4,Bachelors,Management,Y,THOMAS HERNANDEZ
13379,MRS.,BAILEY,MORRIS,1949-05-14,S,F,bailey16@adventure-works.com,60000.0,2,Partial College,Professional,Y,BAILEY MORRIS
13380,MRS.,KATHERINE,SCOTT,1949-10-25,M,F,katherine61@adventure-works.com,60000.0,2,Bachelors,Management,N,KATHERINE SCOTT
13381,MRS.,VANESSA,JENKINS,1949-03-22,M,F,vanessa7@adventure-works.com,60000.0,2,Bachelors,Management,Y,VANESSA JENKINS
13382,MR.,RICHARD,ROGERS,1949-02-04,M,M,richard100@adventure-works.com,70000.0,5,Partial College,Professional,Y,RICHARD ROGERS
13383,MRS.,NATALIE,WRIGHT,1950-10-03,S,F,natalie63@adventure-works.com,60000.0,2,Partial College,Professional,Y,NATALIE WRIGHT
13384,MR.,MARIO,ASHE,1950-10-25,S,M,mario21@adventure-works.com,60000.0,2,Partial College,Professional,Y,MARIO ASHE
13385,MRS.,DANIELLE,COOK,1950-11-27,S,F,danielle24@adventure-works.com,60000.0,2,Partial College,Professional,Y,DANIELLE COOK
13386,MR.,SAMUEL,PATTERSON,1950-01-26,M,M,samuel9@adventure-works.com,60000.0,2,Partial College,Professional,N,SAMUEL PATTERSON
13387,MRS.,MIRANDA,JENKINS,1950-03-21,M,F,miranda7@adventure-works.com,60000.0,2,Partial College,Professional,Y,MIRANDA JENKINS
13388,MR.,MARSHALL,SHEN,1950-06-13,S,M,marshall23@adventure-works.com,60000.0,2,Partial College,Professional,Y,MARSHALL SHEN
13389,MRS.,MADISON,THOMAS,1950-11-20,M,F,madison11@adventure-works.com,70000.0,4,Partial College,Professional,N,MADISON THOMAS
13390,MRS.,JULIA,COLLINS,1950-05-26,M,F,julia4@adventure-works.com,70000.0,4,Partial College,Professional,N,JULIA COLLINS
13391,MRS.,BRENDA,MALHOTRA,1951-02-27,M,F,brenda8@adventure-works.com,40000.0,2,Partial High School,Skilled Manual,Y,BRENDA MALHOTRA
13392,MR.,HUNTER,PARKER,1951-05-03,M,M,hunter28@adventure-works.com,70000.0,2,High School,Professional,Y,HUNTER PARKER
13393,MR.,WILLIE,KUMAR,1951-04-18,M,M,willie27@adventure-works.com,70000.0,2,High School,Professional,Y,WILLIE KUMAR
13394,MR.,MATTHEW,CLARK,1951-03-15,S,M,matthew24@adventure-works.com,70000.0,2,High School,Professional,Y,MATTHEW CLARK
13395,MR.,GABRIEL,LI,1951-07-15,M,M,gabriel23@adventure-works.com,70000.0,2,High School,Professional,Y,GABRIEL LI
13396,MR.,DAVID,KUMAR,1951-06-27,M,M,david60@adventure-works.com,70000.0,2,High School,Professional,Y,DAVID KUMAR
13397,MR.,ADAM,MITCHELL,1951-04-08,M,M,adam41@adventure-works.com,60000.0,2,Partial College,Professional,Y,ADAM MITCHELL
13399,MR.,EDWARD,YOUNG,1951-03-21,M,M,edward47@adventure-works.com,60000.0,2,Partial College,Professional,N,EDWARD YOUNG
13400,MRS.,JULIA,THOMAS,1951-08-12,M,F,julia33@adventure-works.com,60000.0,2,Partial College,Professional,N,JULIA THOMAS
13401,MRS.,ERIN,BRADLEY,1952-02-22,S,F,erin18@adventure-works.com,60000.0,3,High School,Professional,Y,ERIN BRADLEY
13402,MR.,GABRIEL,TURNER,1952-03-28,M,M,gabriel35@adventure-works.com,60000.0,3,High School,Professional,N,GABRIEL TURNER
13403,MRS.,JENNIFER,JACKSON,1952-05-02,S,F,jennifer40@adventure-works.com,70000.0,5,Partial College,Professional,Y,JENNIFER JACKSON
13404,MR.,KELVIN,YANG,1958-09-13,M,M,kelvin24@adventure-works.com,130000.0,2,Partial College,Professional,Y,KELVIN YANG
13405,MR.,ETHAN,BRYANT,1957-10-05,M,M,ethan14@adventure-works.com,110000.0,2,Partial College,Professional,Y,ETHAN BRYANT
13406,MR.,CRAIG,JIMÉNEZ,1957-01-05,M,M,craig6@adventure-works.com,130000.0,2,Partial College,Professional,Y,CRAIG JIMÉNEZ
13407,MRS.,CASSANDRA,RANA,1957-10-07,S,F,cassandra12@adventure-works.com,150000.0,2,High School,Professional,N,CASSANDRA RANA
13409,MR.,CORY,FERNANDEZ,1955-03-26,M,M,cory14@adventure-works.com,110000.0,3,Partial College,Professional,Y,CORY FERNANDEZ
13410,MRS.,JILLIAN,MADAN,1955-11-19,M,F,jillian8@adventure-works.com,110000.0,3,Partial College,Professional,Y,JILLIAN MADAN
13411,MRS.,JACQUELYN,BLANCO,1955-07-03,M,F,jacquelyn16@adventure-works.com,130000.0,3,Partial College,Professional,N,JACQUELYN BLANCO
13412,MR.,RAFAEL,ZHAO,1955-10-14,M,M,rafael11@adventure-works.com,130000.0,3,Partial College,Professional,Y,RAFAEL ZHAO
13413,MR.,FERNANDO,PHILLIPS,1932-11-18,M,M,fernando39@adventure-works.com,60000.0,2,Graduate Degree,Management,Y,FERNANDO PHILLIPS
13414,MR.,MIGUEL,WILSON,1933-07-01,M,M,miguel6@adventure-works.com,80000.0,3,Graduate Degree,Management,Y,MIGUEL WILSON
13415,MR.,MARCUS,ROGERS,1933-04-06,S,M,marcus94@adventure-works.com,100000.0,1,Graduate Degree,Management,Y,MARCUS ROGERS
13416,MR.,RICHARD,ROBERTS,1933-11-20,S,M,richard32@adventure-works.com,110000.0,1,Graduate Degree,Management,N,RICHARD ROBERTS
13417,MR.,IAN,COX,1933-03-10,M,M,ian77@adventure-works.com,110000.0,1,Graduate Degree,Management,Y,IAN COX
13418,MR.,DEVIN,COX,1965-06-03,M,M,devin78@adventure-works.com,90000.0,4,Partial College,Professional,Y,DEVIN COX
13419,MRS.,LAUREN,COLEMAN,1965-06-23,M,F,lauren53@adventure-works.com,90000.0,5,Partial College,Professional,Y,LAUREN COLEMAN
13420,MRS.,JORDAN,TURNER,1965-08-02,M,F,jordan33@adventure-works.com,120000.0,3,Bachelors,Management,Y,JORDAN TURNER
13422,MS.,JACQUELINE,WASHINGTON,1965-09-17,S,F,jacqueline14@adventure-works.com,160000.0,0,Graduate Degree,Management,N,JACQUELINE WASHINGTON
13423,MR.,ALEX,PETERSON,1964-03-06,S,M,alex8@adventure-works.com,80000.0,4,Bachelors,Management,Y,ALEX PETERSON
13424,MRS.,JASMINE,THOMAS,1964-09-20,M,F,jasmine9@adventure-works.com,90000.0,5,Partial College,Professional,Y,JASMINE THOMAS
13425,MR.,JOSE,GARCIA,1964-07-06,M,M,jose78@adventure-works.com,90000.0,5,Partial College,Professional,Y,JOSE GARCIA
13426,MRS.,TAYLOR,WILLIAMS,1964-06-12,S,F,taylor49@adventure-works.com,110000.0,3,Bachelors,Management,Y,TAYLOR WILLIAMS
13428,MR.,MARCUS,RAMIREZ,1964-12-10,M,M,marcus82@adventure-works.com,130000.0,3,Bachelors,Management,Y,MARCUS RAMIREZ
13429,MRS.,GABRIELLE,WASHINGTON,1964-02-04,M,F,gabrielle35@adventure-works.com,150000.0,2,Bachelors,Management,Y,GABRIELLE WASHINGTON
13430,MR.,EDWARD,GRIFFIN,1964-05-14,M,M,edward69@adventure-works.com,150000.0,2,Bachelors,Management,Y,EDWARD GRIFFIN
13431,MR.,BRYAN,JAMES,1956-08-03,M,M,bryan4@adventure-works.com,70000.0,3,Partial College,Professional,Y,BRYAN JAMES
13432,MR.,DALTON,WOOD,1956-06-21,S,M,dalton47@adventure-works.com,80000.0,3,Partial College,Professional,Y,DALTON WOOD
13433,MRS.,JESSIE,VAZQUEZ,1956-03-11,S,F,jessie33@adventure-works.com,90000.0,2,Partial College,Professional,Y,JESSIE VAZQUEZ
13434,MRS.,KAITLYN,WRIGHT,1934-12-05,S,F,kaitlyn18@adventure-works.com,50000.0,2,Graduate Degree,Management,Y,KAITLYN WRIGHT
13435,MRS.,TRACY,PAL,1934-09-17,M,F,tracy11@adventure-works.com,70000.0,4,Graduate Degree,Management,Y,TRACY PAL
13436,MS.,GAIL,GRIFFIN,1963-01-04,S,F,gail7@adventure-works.com,90000.0,0,Partial College,Professional,Y,GAIL GRIFFIN
13437,MR.,ETHAN,FLORES,1963-08-26,M,M,ethan9@adventure-works.com,90000.0,0,Partial College,Professional,Y,ETHAN FLORES
13438,MS.,CHLOE,GRIFFIN,1963-10-23,S,F,chloe86@adventure-works.com,90000.0,0,Partial College,Professional,N,CHLOE GRIFFIN
13439,MR.,ARTURO,LIN,1963-03-16,M,M,arturo8@adventure-works.com,110000.0,4,Bachelors,Management,Y,ARTURO LIN
13440,MRS.,SYDNEY,MILLER,1962-02-18,S,F,sydney70@adventure-works.com,80000.0,5,Partial College,Professional,Y,SYDNEY MILLER
13441,MR.,OMAR,ZHANG,1962-05-14,M,M,omar0@adventure-works.com,90000.0,5,Partial College,Professional,Y,OMAR ZHANG
13442,MRS.,PAULA,VAZQUEZ,1962-09-01,S,F,paula17@adventure-works.com,90000.0,5,Partial College,Professional,N,PAULA VAZQUEZ
13443,MRS.,JASMINE,WHITE,1962-07-10,M,F,jasmine11@adventure-works.com,100000.0,1,Partial College,Professional,Y,JASMINE WHITE
13444,MRS.,ABBY,LOPEZ,1962-05-05,S,F,abby14@adventure-works.com,110000.0,1,Bachelors,Management,N,ABBY LOPEZ
13445,MR.,LOGAN,DAVIS,1962-08-04,M,M,logan55@adventure-works.com,120000.0,1,Partial College,Professional,N,LOGAN DAVIS
13446,MRS.,KATELYN,SCOTT,1962-04-09,S,F,katelyn37@adventure-works.com,120000.0,1,Partial College,Professional,Y,KATELYN SCOTT
13447,MRS.,DESTINY,COX,1962-05-04,M,F,destiny36@adventure-works.com,130000.0,1,Bachelors,Management,Y,DESTINY COX
13448,Unknown,CATHERINE,WARD,1962-07-13,M,Unknown,catherine11@adventure-works.com,130000.0,1,Bachelors,Management,Y,CATHERINE WARD
13449,MR.,JEROME,DIAZ,1961-06-18,S,M,jerome3@adventure-works.com,80000.0,5,Partial College,Professional,Y,JEROME DIAZ
13450,MRS.,VICTORIA,JONES,1961-07-18,S,F,victoria4@adventure-works.com,90000.0,4,High School,Professional,Y,VICTORIA JONES
13451,MRS.,ROBIN,BROWNING,1961-06-27,M,F,robin12@adventure-works.com,110000.0,1,Partial College,Professional,N,ROBIN BROWNING
13452,MRS.,KAITLYN,EVANS,1961-03-13,M,F,kaitlyn0@adventure-works.com,130000.0,1,Bachelors,Management,Y,KAITLYN EVANS
13453,MRS.,AMANDA,HOWARD,1961-05-11,M,F,amanda11@adventure-works.com,130000.0,1,Bachelors,Management,Y,AMANDA HOWARD
13454,MR.,BENJAMIN,GRIFFIN,1961-02-17,M,M,benjamin22@adventure-works.com,130000.0,1,Bachelors,Management,Y,BENJAMIN GRIFFIN
13455,MRS.,KAITLYN,BRYANT,1961-08-10,M,F,kaitlyn85@adventure-works.com,130000.0,3,Bachelors,Management,Y,KAITLYN BRYANT
13456,MRS.,SYDNEY,HERNANDEZ,1955-07-24,S,F,sydney59@adventure-works.com,80000.0,2,Partial High School,Skilled Manual,Y,SYDNEY HERNANDEZ
13457,MR.,ERIC,HENDERSON,1955-02-05,M,M,eric13@adventure-works.com,60000.0,2,High School,Professional,N,ERIC HENDERSON
13459,MR.,DEVIN,FOSTER,1955-07-17,M,M,devin54@adventure-works.com,60000.0,2,High School,Professional,N,DEVIN FOSTER
13460,MRS.,JASMINE,WALKER,1954-09-21,S,F,jasmine20@adventure-works.com,80000.0,2,Partial High School,Skilled Manual,N,JASMINE WALKER
13461,MR.,ANTHONY,JONES,1935-03-02,S,M,anthony12@adventure-works.com,130000.0,2,Graduate Degree,Management,N,ANTHONY JONES
13462,MR.,JAY,SARA,1936-11-10,S,M,jay17@adventure-works.com,50000.0,2,Graduate Degree,Management,Y,JAY SARA
13463,MRS.,TAMMY,SARA,1936-08-04,M,F,tammy11@adventure-works.com,60000.0,2,Graduate Degree,Management,Y,TAMMY SARA
13464,MRS.,MARTHA,HU,1936-11-08,M,F,martha20@adventure-works.com,70000.0,4,Graduate Degree,Management,Y,MARTHA HU
13465,MRS.,SYDNEY,CAMPBELL,1936-01-05,M,F,sydney49@adventure-works.com,100000.0,2,Graduate Degree,Management,Y,SYDNEY CAMPBELL
13466,MR.,BRYCE,JAMES,1960-06-20,M,M,bryce0@adventure-works.com,80000.0,5,Partial College,Professional,Y,BRYCE JAMES
13467,MR.,KRISTOPHER,MARTINEZ,1960-07-05,S,M,kristopher16@adventure-works.com,90000.0,4,High School,Professional,N,KRISTOPHER MARTINEZ
13468,MRS.,MARIAH,SANDERS,1960-09-02,S,F,mariah3@adventure-works.com,100000.0,3,Partial College,Professional,Y,MARIAH SANDERS
13469,MR.,BRYCE,BAILEY,1960-10-10,S,M,bryce15@adventure-works.com,100000.0,0,Partial College,Professional,Y,BRYCE BAILEY
13470,MS.,JACLYN,JAI,1960-12-17,S,F,jaclyn35@adventure-works.com,100000.0,0,Partial College,Professional,Y,JACLYN JAI
13471,MR.,ERIC,BRYANT,1960-04-02,M,M,eric25@adventure-works.com,120000.0,1,High School,Professional,Y,ERIC BRYANT
13472,MR.,SIMON,PEARSON,1954-08-11,M,M,simon3@adventure-works.com,80000.0,2,Partial High School,Skilled Manual,Y,SIMON PEARSON
13473,MR.,LOGAN,HILL,1954-03-05,M,M,logan39@adventure-works.com,80000.0,3,Partial High School,Skilled Manual,N,LOGAN HILL
13474,MRS.,ELIZABETH,HALL,1954-06-24,M,F,elizabeth28@adventure-works.com,60000.0,2,Partial High School,Skilled Manual,N,ELIZABETH HALL
13475,MR.,CHARLES,ALLEN,1954-05-05,M,M,charles29@adventure-works.com,60000.0,2,Partial High School,Skilled Manual,Y,CHARLES ALLEN
13476,MR.,TIMOTHY,HALL,1954-08-21,M,M,timothy46@adventure-works.com,60000.0,2,Partial High School,Skilled Manual,N,TIMOTHY HALL
13477,MRS.,KATHERINE,WOOD,1954-06-28,M,F,katherine27@adventure-works.com,70000.0,3,High School,Professional,Y,KATHERINE WOOD
13478,MRS.,ALEXIA,COLEMAN,1954-05-07,S,F,alexia6@adventure-works.com,70000.0,3,High School,Professional,Y,ALEXIA COLEMAN
13479,MRS.,KATELYN,ROGERS,1953-04-23,S,F,katelyn19@adventure-works.com,70000.0,3,Graduate Degree,Management,Y,KATELYN ROGERS
13480,MRS.,ANNA,RODRIGUEZ,1953-02-10,S,F,anna58@adventure-works.com,70000.0,3,Graduate Degree,Management,Y,ANNA RODRIGUEZ
13481,MR.,HUNTER,HERNANDEZ,1953-07-06,M,M,hunter44@adventure-works.com,70000.0,3,Graduate Degree,Management,Y,HUNTER HERNANDEZ
13482,MRS.,HALEY,BRYANT,1952-09-19,M,F,haley37@adventure-works.com,40000.0,3,Partial College,Professional,N,HALEY BRYANT
13483,MR.,CHRISTIAN,LAL,1952-09-08,M,M,christian15@adventure-works.com,40000.0,3,Partial College,Professional,N,CHRISTIAN LAL
13484,MR.,MARCUS,MARTINEZ,1937-06-08,S,M,marcus18@adventure-works.com,110000.0,2,Graduate Degree,Management,Y,MARCUS MARTINEZ
13485,MR.,THOMAS,ALLEN,1937-10-25,M,M,thomas83@adventure-works.com,130000.0,2,Graduate Degree,Management,Y,THOMAS ALLEN
13486,MRS.,REBEKAH,GOMEZ,1937-07-12,S,F,rebekah21@adventure-works.com,130000.0,2,Bachelors,Management,N,REBEKAH GOMEZ
13487,MRS.,EMILY,MARTIN,1937-08-09,M,F,emily15@adventure-works.com,150000.0,1,Graduate Degree,Management,Y,EMILY MARTIN
13488,MRS.,LAURA,GUO,1938-06-15,M,F,laura23@adventure-works.com,120000.0,2,Graduate Degree,Management,Y,LAURA GUO
13489,MRS.,JENNIFER,WALKER,1939-08-14,M,F,jennifer50@adventure-works.com,90000.0,5,Bachelors,Management,Y,JENNIFER WALKER
13490,MR.,EDWARD,RODRIGUEZ,1939-04-18,M,M,edward42@adventure-works.com,120000.0,2,Graduate Degree,Management,Y,EDWARD RODRIGUEZ
13491,MRS.,NATALIE,HOWARD,1939-06-05,M,F,natalie14@adventure-works.com,120000.0,2,Graduate Degree,Management,Y,NATALIE HOWARD
13492,MR.,CHRISTIAN,FOSTER,1940-03-04,M,M,christian3@adventure-works.com,130000.0,2,Bachelors,Management,Y,CHRISTIAN FOSTER
13494,MR.,BYRON,GUTIERREZ,1962-03-05,S,M,byron7@adventure-works.com,10000.0,1,Graduate Degree,Manual,Y,BYRON GUTIERREZ
13496,MR.,LUCAS,MORRIS,1962-05-23,M,M,lucas89@adventure-works.com,20000.0,1,Graduate Degree,Clerical,Y,LUCAS MORRIS
13497,MRS.,DEBORAH,SHARMA,1961-03-26,M,F,deborah14@adventure-works.com,20000.0,1,Graduate Degree,Clerical,Y,DEBORAH SHARMA
13498,MR.,JOEL,MEHTA,1962-04-09,S,M,joel13@adventure-works.com,30000.0,4,Graduate Degree,Clerical,Y,JOEL MEHTA
13499,MRS.,OLIVIA,COX,1962-03-05,S,F,olivia36@adventure-works.com,30000.0,4,Graduate Degree,Clerical,Y,OLIVIA COX
13500,MRS.,MOLLY,VANCE,1958-07-27,M,F,molly4@adventure-works.com,10000.0,1,Bachelors,Manual,Y,MOLLY VANCE
13501,MR.,CLAYTON,ZHU,1958-04-05,M,M,clayton13@adventure-works.com,10000.0,1,Bachelors,Manual,Y,CLAYTON ZHU
13502,MRS.,DEBORAH,NARA,1958-02-17,S,F,deborah20@adventure-works.com,10000.0,1,Bachelors,Manual,Y,DEBORAH NARA
13503,MR.,THEODORE,GOMEZ,1957-10-18,M,M,theodore1@adventure-works.com,10000.0,1,Partial College,Manual,Y,THEODORE GOMEZ
13504,MRS.,BETH,ALONSO,1956-03-17,M,F,beth10@adventure-works.com,10000.0,2,Partial College,Manual,Y,BETH ALONSO
